"TreeID","species","SPlocation","Score","Date","Year","JulianDay","Girth_cm","DateRange","Start_Year","End_Year","Period"
509,"quercus.robur","Japanese garden",2,"2008-04-02",2008,93,81,"2007-2015
",2007,2015,1
510,"quercus.robur","Japanese garden",2,"2013-04-26",2013,116,116,"2007-2015
",2007,2015,1
511,"quercus.robur","Japanese garden",2,"2018-04-19",2018,109,94,"2016-2019
",2016,2019,2
512,"quercus.robur","Japanese garden",2,"2011-04-03",2011,93,258,"2007-2015
",2007,2015,1
513,"quercus.robur","Japanese garden",2,"2011-04-07",2011,97,272,"2007-2015
",2007,2015,1
514,"quercus.robur","Drive hill",2,"2008-04-22",2008,113,172,"2007-2015
",2007,2015,1
514,"quercus.robur","Drive hill",2,"2018-04-19",2018,109,276,"2016-2019
",2016,2019,2
515,"quercus.robur","Drive hill",2,"2008-04-04",2008,95,199,"2007-2015
",2007,2015,1
517,"quercus.robur","Rookery slope",2,"2008-04-24",2008,115,61,"2007-2015
",2007,2015,1
518,"quercus.robur","Rookery slope",2,"2011-04-09",2011,99,183,"2007-2015
",2007,2015,1
519,"quercus.robur","Rookery slope",2,"2011-04-07",2011,97,125,"2007-2015
",2007,2015,1
520,"quercus.robur","Rookery slope",2,"2018-04-16",2018,106,186,"2016-2019
",2016,2019,2
521,"quercus.robur","Rookery slope",2,"2008-04-02",2008,93,451,"2007-2015
",2007,2015,1
522,"quercus.robur","Rookery slope",2,"2011-04-07",2011,97,111,"2007-2015
",2007,2015,1
523,"quercus.robur","Rookery slope",2,"2008-04-06",2008,97,188,"2007-2015
",2007,2015,1
524,"quercus.robur","Rookery slope",2,"2013-04-26",2013,116,193,"2007-2015
",2007,2015,1
525,"quercus.robur","Rookery slope",2,"2013-04-26",2013,116,172,"2007-2015
",2007,2015,1
525,"quercus.robur","Rookery slope",2,"2018-04-16",2018,106,179,"2016-2019
",2016,2019,2
526,"quercus.robur","Rookery slope",2,"2013-04-26",2013,116,107,"2007-2015
",2007,2015,1
527,"quercus.robur","Rookery slope",2,"2011-04-05",2011,95,206,"2007-2015
",2007,2015,1
528,"quercus.robur","Rookery slope",2,"2013-04-28",2013,118,172,"2007-2015
",2007,2015,1
529,"quercus.robur","Rookery slope",2,"2011-04-09",2011,99,178,"2007-2015
",2007,2015,1
530,"quercus.robur","Rookery slope",2,"2011-04-07",2011,97,130,"2007-2015
",2007,2015,1
531,"quercus.robur","Tractor shed",2,"2008-04-16",2008,107,221,"2007-2015
",2007,2015,1
531,"quercus.robur","Tractor shed",2,"2018-04-19",2018,109,315,"2016-2019
",2016,2019,2
532,"quercus.robur","Rookery slope",2,"2013-05-02",2013,122,69,"2007-2015
",2007,2015,1
533,"quercus.robur","Rookery slope",2,"2013-05-02",2013,122,25,"2007-2015
",2007,2015,1
534,"quercus.robur","Rookery slope",2,"2013-04-24",2013,114,87,"2007-2015
",2007,2015,1
535,"quercus.robur","Rookery slope",2,"2008-04-24",2008,115,25,"2007-2015
",2007,2015,1
536,"quercus.robur","Rookery slope",2,"2013-04-24",2013,114,98,"2007-2015
",2007,2015,1
537,"quercus.robur","Rookery slope",2,"2013-05-02",2013,122,31,"2007-2015
",2007,2015,1
538,"quercus.robur","Rookery slope",2,"2011-04-15",2011,105,29,"2007-2015
",2007,2015,1
541,"quercus.robur","Rookery slope",2,"2011-04-09",2011,99,74,"2007-2015
",2007,2015,1
542,"quercus.robur","Rookery slope",2,"2008-04-26",2008,117,27,"2007-2015
",2007,2015,1
543,"quercus.robur","Rookery slope",2,"2008-04-08",2008,99,65,"2007-2015
",2007,2015,1
544,"quercus.robur","Rookery slope",2,"2011-04-09",2011,99,20,"2007-2015
",2007,2015,1
545,"quercus.robur","Rookery slope",2,"2011-04-13",2011,103,22,"2007-2015
",2007,2015,1
546,"quercus.robur","Rookery slope",2,"2011-04-11",2011,101,48,"2007-2015
",2007,2015,1
546,"quercus.robur","Rookery slope",2,"2017-04-18",2017,108,50,"2016-2019
",2016,2019,2
547,"quercus.robur","Rookery slope",2,"2011-04-11",2011,101,73,"2007-2015
",2007,2015,1
548,"quercus.robur","Rookery slope",2,"2011-04-15",2011,105,47,"2007-2015
",2007,2015,1
549,"quercus.robur","Rookery slope",2,"2011-04-15",2011,105,48,"2007-2015
",2007,2015,1
549,"quercus.robur","Rookery slope",2,"2017-04-15",2017,105,58,"2016-2019
",2016,2019,2
550,"quercus.robur","Rookery slope",2,"2013-04-28",2013,118,100,"2007-2015
",2007,2015,1
551,"quercus.robur","Rookery slope",2,"2008-04-24",2008,115,94,"2007-2015
",2007,2015,1
552,"quercus.robur","Rookery slope",2,"2013-04-28",2013,118,52,"2007-2015
",2007,2015,1
554,"quercus.robur","Rookery slope",2,"2011-04-13",2011,103,128,"2007-2015
",2007,2015,1
555,"quercus.robur","Rookery slope",2,"2008-04-28",2008,119,45,"2007-2015
",2007,2015,1
556,"quercus.robur","Rookery slope",2,"2013-05-04",2013,124,48,"2007-2015
",2007,2015,1
557,"quercus.robur","Rookery slope",2,"2011-04-11",2011,101,20,"2007-2015
",2007,2015,1
558,"quercus.robur","Rookery slope",2,"2013-04-30",2013,120,250,"2007-2015
",2007,2015,1
559,"quercus.robur","Rookery slope",2,"2008-04-24",2008,115,86,"2007-2015
",2007,2015,1
559,"quercus.robur","Rookery slope",2,"2016-04-13",2016,104,104,"2016-2019
",2016,2019,2
560,"quercus.robur","Rookery slope",2,"2008-04-24",2008,115,57,"2007-2015
",2007,2015,1
561,"quercus.robur","Rookery slope",2,"2008-04-22",2008,113,63,"2007-2015
",2007,2015,1
562,"quercus.robur","Rookery slope",2,"2011-04-11",2011,101,51,"2007-2015
",2007,2015,1
563,"quercus.robur","Rookery slope",2,"2011-04-15",2011,105,20,"2007-2015
",2007,2015,1
564,"quercus.robur","Rookery slope",2,"2009-04-08",2009,98,233,"2007-2015
",2007,2015,1
564,"quercus.robur","Rookery slope",2,"2016-04-13",2016,104,225,"2016-2019
",2016,2019,2
566,"quercus.robur","Rookery slope",2,"2008-05-06",2008,127,27,"2007-2015
",2007,2015,1
567,"quercus.robur","Rookery slope",2,"2013-05-02",2013,122,61,"2007-2015
",2007,2015,1
568,"quercus.robur","Rookery slope",2,"2011-04-09",2011,99,156,"2007-2015
",2007,2015,1
569,"quercus.robur","Rookery slope",2,"2008-04-26",2008,117,27,"2007-2015
",2007,2015,1
570,"quercus.robur","Rookery slope",2,"2013-04-28",2013,118,181,"2007-2015
",2007,2015,1
571,"quercus.robur","Rookery slope",2,"2013-04-26",2013,116,150,"2007-2015
",2007,2015,1
572,"quercus.robur","Rookery slope",2,"2013-04-26",2013,116,125,"2007-2015
",2007,2015,1
572,"quercus.robur","Rookery slope",2,"2018-04-16",2018,106,136,"2016-2019
",2016,2019,2
573,"quercus.robur","Ashurst orchard",2,"2011-04-05",2011,95,370,"2007-2015
",2007,2015,1
573,"quercus.robur","Ashurst orchard",2,"2016-04-26",2016,117,373,"2016-2019
",2016,2019,2
574,"quercus.robur","Ashurst orchard",2,"2008-04-02",2008,93,544,"2007-2015
",2007,2015,1
575,"quercus.robur","Ashurst orchard",2,"2013-04-24",2013,114,491,"2007-2015
",2007,2015,1
576,"quercus.robur","Ashurst orchard",2,"2011-04-05",2011,95,465,"2007-2015
",2007,2015,1
576,"quercus.robur","Ashurst orchard",2,"2018-04-16",2018,106,470,"2016-2019
",2016,2019,2
577,"quercus.robur","Ashurst orchard",2,"2008-04-16",2008,107,246,"2007-2015
",2007,2015,1
578,"quercus.robur","Ashurst orchard",2,"2008-04-04",2008,95,472,"2007-2015
",2007,2015,1
578,"quercus.robur","Ashurst orchard",2,"2018-04-16",2018,106,471,"2016-2019
",2016,2019,2
579,"quercus.robur","Rookery slope",2,"2015-04-20",2015,110,66,"2007-2015
",2007,2015,1
579,"quercus.robur","Rookery slope",2,"2016-04-17",2016,108,71,"2016-2019
",2016,2019,2
580,"quercus.robur","Rookery slope",2,"2011-04-11",2011,101,106,"2007-2015
",2007,2015,1
580,"quercus.robur","Rookery slope",2,"2016-04-17",2016,108,123,"2016-2019
",2016,2019,2
581,"quercus.robur","Rookery slope",2,"2013-05-06",2013,126,138,"2007-2015
",2007,2015,1
581,"quercus.robur","Rookery slope",2,"2018-04-21",2018,111,93,"2016-2019
",2016,2019,2
582,"quercus.robur","Rookery slope",2,"2009-04-02",2009,92,70,"2007-2015
",2007,2015,1
583,"quercus.robur","Rookery slope",2,"2013-04-30",2013,120,111,"2007-2015
",2007,2015,1
584,"quercus.robur","Rookery slope",2,"2013-04-28",2013,118,128,"2007-2015
",2007,2015,1
585,"quercus.robur","Elm slope",2,"2008-04-12",2008,103,247,"2007-2015
",2007,2015,1
586,"quercus.robur","Low church field",2,"2013-04-30",2013,120,86,"2007-2015
",2007,2015,1
587,"quercus.robur","Low church field",2,"2013-04-30",2013,120,119,"2007-2015
",2007,2015,1
588,"quercus.robur","Low church field",2,"2013-04-30",2013,120,91,"2007-2015
",2007,2015,1
588,"quercus.robur","Low church field",2,"2016-04-26",2016,117,101,"2016-2019
",2016,2019,2
589,"quercus.robur","Low church field",2,"2008-04-24",2008,115,155,"2007-2015
",2007,2015,1
590,"quercus.robur","Low church field",2,"2013-04-30",2013,120,511,"2007-2015
",2007,2015,1
591,"quercus.robur","Low church field",2,"2008-05-04",2008,125,62,"2007-2015
",2007,2015,1
592,"quercus.robur","Low church field",2,"2013-04-30",2013,120,145,"2007-2015
",2007,2015,1
592,"quercus.robur","Low church field",2,"2018-04-21",2018,111,156,"2016-2019
",2016,2019,2
593,"quercus.robur","Low church field",2,"2013-04-30",2013,120,108,"2007-2015
",2007,2015,1
594,"quercus.robur","Low church field",2,"2011-04-11",2011,101,67,"2007-2015
",2007,2015,1
595,"quercus.robur","Low church field",2,"2008-05-04",2008,125,50,"2007-2015
",2007,2015,1
596,"quercus.robur","Low church field",2,"2013-05-06",2013,126,31,"2007-2015
",2007,2015,1
597,"quercus.robur","Low church field",2,"2008-04-22",2008,113,138,"2007-2015
",2007,2015,1
598,"quercus.robur","Low church field",2,"2011-04-05",2011,95,137,"2007-2015
",2007,2015,1
599,"quercus.robur","Low church field",2,"2008-04-16",2008,107,114,"2007-2015
",2007,2015,1
600,"quercus.robur","Hell hill",2,"2008-04-22",2008,113,147,"2007-2015
",2007,2015,1
600,"quercus.robur","Hell hill",2,"2017-04-07",2017,97,152,"2016-2019
",2016,2019,2
601,"quercus.robur","Hell hill",2,"2015-04-18",2015,108,105,"2007-2015
",2007,2015,1
601,"quercus.robur","Hell hill",2,"2016-04-26",2016,117,112,"2016-2019
",2016,2019,2
602,"quercus.robur","Hell hill",2,"2015-04-13",2015,103,149,"2007-2015
",2007,2015,1
603,"quercus.robur","Hell hill",2,"2011-04-05",2011,95,306,"2007-2015
",2007,2015,1
604,"quercus.robur","Hell hill",2,"2011-04-03",2011,93,478,"2007-2015
",2007,2015,1
605,"quercus.robur","Hell hill",2,"2013-04-30",2013,120,321,"2007-2015
",2007,2015,1
605,"quercus.robur","Hell hill",2,"2018-04-21",2018,111,323,"2016-2019
",2016,2019,2
606,"quercus.robur","Hell hill",2,"2015-04-18",2015,108,118,"2007-2015
",2007,2015,1
606,"quercus.robur","Hell hill",2,"2018-04-21",2018,111,100,"2016-2019
",2016,2019,2
607,"quercus.robur","Hell hill",2,"2011-04-13",2011,103,99,"2007-2015
",2007,2015,1
607,"quercus.robur","Hell hill",2,"2018-04-21",2018,111,150,"2016-2019
",2016,2019,2
608,"quercus.robur","Hell hill",2,"2009-04-16",2009,106,75,"2007-2015
",2007,2015,1
608,"quercus.robur","Hell hill",2,"2018-04-21",2018,111,80,"2016-2019
",2016,2019,2
609,"quercus.robur","Hell hill",2,"2013-04-30",2013,120,241,"2007-2015
",2007,2015,1
612,"quercus.robur","Observatory copse",2,"2013-04-25",2013,115,194,"2007-2015
",2007,2015,1
612,"quercus.robur","Observatory copse",2,"2018-04-12",2018,102,202,"2016-2019
",2016,2019,2
613,"quercus.robur","Observatory copse",2,"2013-04-27",2013,117,140,"2007-2015
",2007,2015,1
614,"quercus.robur","Observatory copse",2,"2008-04-15",2008,106,87,"2007-2015
",2007,2015,1
615,"quercus.robur","Observatory copse",2,"2011-04-08",2011,98,65,"2007-2015
",2007,2015,1
616,"quercus.robur","Observatory copse",2,"2013-05-01",2013,121,179,"2007-2015
",2007,2015,1
616,"quercus.robur","Observatory copse",2,"2016-04-28",2016,119,184,"2016-2019
",2016,2019,2
617,"quercus.robur","Observatory copse",2,"2008-04-03",2008,94,179,"2007-2015
",2007,2015,1
618,"quercus.robur","Observatory copse",2,"2011-04-10",2011,100,190,"2007-2015
",2007,2015,1
619,"quercus.robur","Observatory copse",2,"2008-04-25",2008,116,28,"2007-2015
",2007,2015,1
620,"quercus.robur","Observatory copse",2,"2013-04-25",2013,115,22,"2007-2015
",2007,2015,1
621,"quercus.robur","Observatory copse",2,"2011-04-12",2011,102,37,"2007-2015
",2007,2015,1
622,"quercus.robur","Observatory copse",2,"2013-04-25",2013,115,92,"2007-2015
",2007,2015,1
623,"quercus.robur","Observatory copse",2,"2013-04-25",2013,115,69,"2007-2015
",2007,2015,1
626,"quercus.robur","Observatory copse",2,"2011-04-08",2011,98,66,"2007-2015
",2007,2015,1
627,"quercus.robur","Observatory copse",2,"2008-04-09",2008,100,136,"2007-2015
",2007,2015,1
628,"quercus.robur","Observatory copse",2,"2008-04-03",2008,94,75,"2007-2015
",2007,2015,1
629,"quercus.robur","Observatory copse",2,"2011-04-06",2011,96,127,"2007-2015
",2007,2015,1
630,"quercus.robur","Observatory copse",2,"2011-04-08",2011,98,81,"2007-2015
",2007,2015,1
631,"quercus.robur","Rookery slope",2,"2013-05-02",2013,122,24,"2007-2015
",2007,2015,1
633,"quercus.robur","Observatory copse",2,"2011-04-04",2011,94,115,"2007-2015
",2007,2015,1
634,"quercus.robur","Observatory copse",2,"2011-04-04",2011,94,146,"2007-2015
",2007,2015,1
635,"quercus.robur","Observatory copse",2,"2018-04-12",2018,102,164,"2016-2019
",2016,2019,2
636,"quercus.robur","Merten's acres",2,"2011-04-06",2011,96,187,"2007-2015
",2007,2015,1
637,"quercus.robur","Observatory ridge",2,"2011-04-10",2011,100,110,"2007-2015
",2007,2015,1
638,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,152,"2007-2015
",2007,2015,1
639,"quercus.robur","Observatory ridge",2,"2012-03-30",2012,90,89,"2007-2015
",2007,2015,1
639,"quercus.robur","Observatory ridge",2,"2016-04-18",2016,109,97,"2016-2019
",2016,2019,2
640,"quercus.robur","Observatory ridge",2,"2008-04-07",2008,98,178,"2007-2015
",2007,2015,1
641,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,120,"2007-2015
",2007,2015,1
642,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,64,"2007-2015
",2007,2015,1
643,"quercus.robur","Merten's acres",2,"2008-04-13",2008,104,120,"2007-2015
",2007,2015,1
644,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,211,"2007-2015
",2007,2015,1
645,"quercus.robur","Merten's acres",2,"2011-04-14",2011,104,71,"2007-2015
",2007,2015,1
646,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,62,"2007-2015
",2007,2015,1
647,"quercus.robur","Merten's acres",2,"2011-04-06",2011,96,127,"2007-2015
",2007,2015,1
648,"quercus.robur","Merten's acres",2,"2008-04-05",2008,96,154,"2007-2015
",2007,2015,1
649,"quercus.robur","Merten's acres",2,"2008-04-11",2008,102,97,"2007-2015
",2007,2015,1
650,"quercus.robur","Merten's acres",2,"2013-05-03",2013,123,84,"2007-2015
",2007,2015,1
651,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,157,"2007-2015
",2007,2015,1
652,"quercus.robur","Merten's acres",2,"2015-04-17",2015,107,174,"2007-2015
",2007,2015,1
652,"quercus.robur","Merten's acres",2,"2016-04-13",2016,104,255,"2016-2019
",2016,2019,2
653,"quercus.robur","Merten's acres",2,"2008-04-23",2008,114,102,"2007-2015
",2007,2015,1
656,"quercus.robur","Merten's acres",2,"2011-04-06",2011,96,77,"2007-2015
",2007,2015,1
657,"quercus.robur","Merten's acres",2,"2012-03-30",2012,90,155,"2007-2015
",2007,2015,1
658,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,113,"2007-2015
",2007,2015,1
659,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,70,"2007-2015
",2007,2015,1
660,"quercus.robur","Merten's acres",2,"2008-04-05",2008,96,230,"2007-2015
",2007,2015,1
661,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,175,"2007-2015
",2007,2015,1
662,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,103,"2007-2015
",2007,2015,1
664,"quercus.robur","Merten's acres",2,"2011-04-06",2011,96,98,"2007-2015
",2007,2015,1
665,"quercus.robur","Merten's acres",2,"2011-04-02",2011,92,140,"2007-2015
",2007,2015,1
666,"quercus.robur","Merten's acres",2,"2013-05-03",2013,123,105,"2007-2015
",2007,2015,1
667,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,122,"2007-2015
",2007,2015,1
668,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,110,"2007-2015
",2007,2015,1
669,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,117,"2007-2015
",2007,2015,1
670,"quercus.robur","Merten's acres",2,"2008-04-05",2008,96,72,"2007-2015
",2007,2015,1
670,"quercus.robur","Merten's acres",2,"2018-04-21",2018,111,82,"2016-2019
",2016,2019,2
671,"quercus.robur","Merten's acres",2,"2008-04-25",2008,116,38,"2007-2015
",2007,2015,1
672,"quercus.robur","Merten's acres",2,"2008-04-23",2008,114,160,"2007-2015
",2007,2015,1
673,"quercus.robur","Merten's acres",2,"2011-04-06",2011,96,192,"2007-2015
",2007,2015,1
674,"quercus.robur","Observatory ridge",2,"2011-04-08",2011,98,131,"2007-2015
",2007,2015,1
675,"quercus.robur","Observatory ridge",2,"2011-04-06",2011,96,145,"2007-2015
",2007,2015,1
676,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,141,"2007-2015
",2007,2015,1
677,"quercus.robur","Merten's acres",2,"2008-04-27",2008,118,51,"2007-2015
",2007,2015,1
678,"quercus.robur","Merten's acres",2,"2013-05-09",2013,129,78,"2007-2015
",2007,2015,1
679,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,74,"2007-2015
",2007,2015,1
680,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,106,"2007-2015
",2007,2015,1
682,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,94,"2007-2015
",2007,2015,1
682,"quercus.robur","Merten's acres",2,"2018-04-25",2018,115,93,"2016-2019
",2016,2019,2
683,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,100,"2007-2015
",2007,2015,1
684,"quercus.robur","Merten's acres",2,"2011-04-04",2011,94,165,"2007-2015
",2007,2015,1
685,"quercus.robur","Merten's acres",2,"2013-04-27",2013,117,92,"2007-2015
",2007,2015,1
686,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,72,"2007-2015
",2007,2015,1
687,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,152,"2007-2015
",2007,2015,1
688,"quercus.robur","Merten's acres",2,"2013-05-01",2013,121,80,"2007-2015
",2007,2015,1
689,"quercus.robur","Merten's acres",2,"2008-04-17",2008,108,92,"2007-2015
",2007,2015,1
690,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,128,"2007-2015
",2007,2015,1
691,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,84,"2007-2015
",2007,2015,1
692,"quercus.robur","Merten's acres",2,"2013-05-01",2013,121,58,"2007-2015
",2007,2015,1
693,"quercus.robur","Merten's acres",2,"2009-04-18",2009,108,64,"2007-2015
",2007,2015,1
693,"quercus.robur","Merten's acres",2,"2016-04-13",2016,104,39,"2016-2019
",2016,2019,2
694,"quercus.robur","Merten's acres",2,"2012-03-22",2012,82,141,"2007-2015
",2007,2015,1
694,"quercus.robur","Merten's acres",2,"2016-04-13",2016,104,142,"2016-2019
",2016,2019,2
695,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,134,"2007-2015
",2007,2015,1
696,"quercus.robur","Merten's acres",2,"2008-04-23",2008,114,40,"2007-2015
",2007,2015,1
697,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,83,"2007-2015
",2007,2015,1
698,"quercus.robur","Merten's acres",2,"2008-04-27",2008,118,37,"2007-2015
",2007,2015,1
699,"quercus.robur","Merten's acres",2,"2008-04-07",2008,98,96,"2007-2015
",2007,2015,1
699,"quercus.robur","Merten's acres",2,"2018-04-12",2018,102,99,"2016-2019
",2016,2019,2
700,"quercus.robur","Merten's acres",2,"2013-05-01",2013,121,66,"2007-2015
",2007,2015,1
701,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,81,"2007-2015
",2007,2015,1
702,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,80,"2007-2015
",2007,2015,1
703,"quercus.robur","Merten's acres",2,"2008-04-27",2008,118,119,"2007-2015
",2007,2015,1
704,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,138,"2007-2015
",2007,2015,1
705,"quercus.robur","Pinetum",2,"2008-04-18",2008,109,112,"2007-2015
",2007,2015,1
706,"quercus.robur","Elm slope",2,"2011-04-09",2011,99,256,"2007-2015
",2007,2015,1
707,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,76,"2007-2015
",2007,2015,1
708,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,128,"2007-2015
",2007,2015,1
709,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,104,"2007-2015
",2007,2015,1
710,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,123,"2007-2015
",2007,2015,1
711,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,74,"2007-2015
",2007,2015,1
713,"quercus.robur","Merten's acres",2,"2013-05-01",2013,121,72,"2007-2015
",2007,2015,1
713,"quercus.robur","Merten's acres",2,"2016-04-18",2016,109,75,"2016-2019
",2016,2019,2
715,"quercus.robur","Merten's acres",2,"2008-04-19",2008,110,146,"2007-2015
",2007,2015,1
716,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,125,"2007-2015
",2007,2015,1
717,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,141,"2007-2015
",2007,2015,1
718,"quercus.robur","Merten's acres",2,"2011-04-06",2011,96,91,"2007-2015
",2007,2015,1
719,"quercus.robur","Merten's acres",2,"2008-04-17",2008,108,128,"2007-2015
",2007,2015,1
720,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,99,"2007-2015
",2007,2015,1
721,"quercus.robur","Merten's acres",2,"2008-04-29",2008,120,46,"2007-2015
",2007,2015,1
722,"quercus.robur","Merten's acres",2,"2011-04-16",2011,106,55,"2007-2015
",2007,2015,1
723,"quercus.robur","Merten's acres",2,"2011-04-12",2011,102,31,"2007-2015
",2007,2015,1
724,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,124,"2007-2015
",2007,2015,1
725,"quercus.robur","Merten's acres",2,"2013-04-27",2013,117,136,"2007-2015
",2007,2015,1
726,"quercus.robur","Merten's acres",2,"2008-04-27",2008,118,40,"2007-2015
",2007,2015,1
727,"quercus.robur","Merten's acres",2,"2009-04-30",2009,120,73,"2007-2015
",2007,2015,1
727,"quercus.robur","Merten's acres",2,"2016-04-18",2016,109,76,"2016-2019
",2016,2019,2
728,"quercus.robur","Merten's acres",2,"2011-04-18",2011,108,58,"2007-2015
",2007,2015,1
729,"quercus.robur","Merten's acres",2,"2013-05-01",2013,121,58,"2007-2015
",2007,2015,1
730,"quercus.robur","Merten's acres",2,"2008-04-25",2008,116,210,"2007-2015
",2007,2015,1
733,"quercus.robur","Merten's acres",2,"2008-04-25",2008,116,102,"2007-2015
",2007,2015,1
734,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,108,"2007-2015
",2007,2015,1
735,"quercus.robur","Merten's acres",2,"2008-04-23",2008,114,149,"2007-2015
",2007,2015,1
736,"quercus.robur","Merten's acres",2,"2013-04-29",2013,119,108,"2007-2015
",2007,2015,1
737,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,88,"2007-2015
",2007,2015,1
738,"quercus.robur","Merten's acres",2,"2008-04-21",2008,112,85,"2007-2015
",2007,2015,1
739,"quercus.robur","Merten's acres",2,"2011-04-12",2011,102,53,"2007-2015
",2007,2015,1
740,"quercus.robur","Merten's acres",2,"2016-04-24",2016,115,159,"2016-2019
",2016,2019,2
742,"quercus.robur","Merten's acres",2,"2011-04-06",2011,96,111,"2007-2015
",2007,2015,1
743,"quercus.robur","Merten's acres",2,"2008-04-27",2008,118,50,"2007-2015
",2007,2015,1
744,"quercus.robur","Merten's acres",2,"2008-04-17",2008,108,107,"2007-2015
",2007,2015,1
745,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,124,"2007-2015
",2007,2015,1
746,"quercus.robur","Merten's acres",2,"2008-04-21",2008,112,41,"2007-2015
",2007,2015,1
747,"quercus.robur","Merten's acres",2,"2011-04-12",2011,102,57,"2007-2015
",2007,2015,1
748,"quercus.robur","Weir wood",2,"2016-04-22",2016,113,433,"2016-2019
",2016,2019,2
749,"quercus.robur","Merten's acres",2,"2008-04-23",2008,114,64,"2007-2015
",2007,2015,1
750,"quercus.robur","Merten's acres",2,"2008-04-23",2008,114,64,"2007-2015
",2007,2015,1
751,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,117,"2007-2015
",2007,2015,1
752,"quercus.robur","Merten's acres",2,"2013-04-27",2013,117,400,"2007-2015
",2007,2015,1
753,"quercus.robur","Merten's acres",2,"2013-04-27",2013,117,57,"2007-2015
",2007,2015,1
754,"quercus.robur","Merten's acres",2,"2013-05-01",2013,121,90,"2007-2015
",2007,2015,1
755,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,113,"2007-2015
",2007,2015,1
756,"quercus.robur","Merten's acres",2,"2013-04-27",2013,117,125,"2007-2015
",2007,2015,1
756,"quercus.robur","Merten's acres",2,"2017-04-10",2017,100,143,"2016-2019
",2016,2019,2
758,"quercus.robur","Merten's acres",2,"2008-04-21",2008,112,69,"2007-2015
",2007,2015,1
759,"quercus.robur","Merten's acres",2,"2008-04-25",2008,116,54,"2007-2015
",2007,2015,1
760,"quercus.robur","Merten's acres",2,"2008-04-11",2008,102,398,"2007-2015
",2007,2015,1
761,"quercus.robur","Merten's acres",2,"2009-04-10",2009,100,147,"2007-2015
",2007,2015,1
761,"quercus.robur","Merten's acres",2,"2016-04-18",2016,109,167,"2016-2019
",2016,2019,2
762,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,161,"2007-2015
",2007,2015,1
763,"quercus.robur","Merten's acres",2,"2008-04-25",2008,116,75,"2007-2015
",2007,2015,1
764,"quercus.robur","Merten's acres",2,"2015-04-19",2015,109,149,"2007-2015
",2007,2015,1
764,"quercus.robur","Merten's acres",2,"2016-04-18",2016,109,268,"2016-2019
",2016,2019,2
765,"quercus.robur","Merten's acres",2,"2008-04-23",2008,114,260,"2007-2015
",2007,2015,1
766,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,258,"2007-2015
",2007,2015,1
767,"quercus.robur","Merten's acres",2,"2008-04-23",2008,114,94,"2007-2015
",2007,2015,1
767,"quercus.robur","Merten's acres",2,"2016-04-18",2016,109,114,"2016-2019
",2016,2019,2
768,"quercus.robur","Merten's acres",2,"2013-05-01",2013,121,53,"2007-2015
",2007,2015,1
769,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,92,"2007-2015
",2007,2015,1
770,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,138,"2007-2015
",2007,2015,1
